brand,model,vehicle_type,initial_battery_capacity_kwh,current_battery_capacity_kwh,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Initial_Mileage,Current_Mileage,Initial_Perf,Current_Perf,Resale_Value_L,Value_for_Money_Score
Ather,Ather 450X,Bike,3.7,3.27,88,150,90,19694,7,7384,2024,2025,155305,164,151,7.99,6.54,120785,1.2
TVS,TVS iQube,Bike,3.4,2.16,63,145,82,87458,1,10216,2018,2025,128363,145,128,8.23,7.04,33326,0.6
Mahindra,Mahindra XUV400,Car,39.4,27.16,68,375,150,107240,0,21825,2017,2025,2145726,391,367,7.83,7.54,531948,0.6
Tata,Tata Nexon EV,Car,40.0,30.68,76,312,120,79519,2,30194,2019,2025,1638049,308,272,8.79,7.36,583469,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,36.1,92,305,155,42329,6,37943,2023,2025,2152126,298,279,7.74,7.43,1542679,1.0
Ola,Ola S1 Pro,Bike,4.0,3.57,89,180,95,51969,5,4621,2022,2025,150987,193,170,8.1,7.39,91832,1.0
Ather,Ather 450X,Bike,3.7,3.16,85,150,90,30951,6,9945,2023,2025,162821,169,134,7.78,7.43,107686,1.0
Ather,Ather 450X,Bike,3.7,3.29,88,150,90,29639,7,15038,2024,2025,149384,135,125,8.67,8.62,116890,1.2
TVS,TVS iQube,Bike,3.4,3.45,101,145,82,29880,6,8504,2023,2025,149219,146,99,7.82,6.51,117254,1.1
Ather,Ather 450X,Bike,3.7,3.59,97,150,90,15868,7,9899,2024,2025,162715,161,159,8.96,8.69,138932,1.1
Ather,Ather 450X,Bike,3.7,3.22,87,150,90,52906,4,15276,2021,2025,161949,156,153,8.5,7.5,84520,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,26.14,67,305,155,102553,0,29045,2017,2025,2436595,305,262,8.1,6.83,587334,0.6
Ola,Ola S1 Pro,Bike,4.0,3.56,89,180,95,49057,5,8245,2022,2025,140139,196,173,8.33,6.87,84995,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,30.82,79,305,155,59370,3,25544,2020,2025,2342127,324,314,8.94,8.73,976768,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,26.38,67,305,155,101143,0,23074,2017,2025,2515011,306,292,8.56,7.19,611802,0.7
MG,MG ZS EV,Car,50.0,40.09,80,419,140,75421,3,39587,2020,2025,2439302,428,394,7.77,7.3,1032155,0.7
MG,MG ZS EV,Car,50.0,48.26,96,419,140,37287,7,28583,2024,2025,2628413,430,396,7.76,7.33,2232510,1.2
Ola,Ola S1 Pro,Bike,4.0,2.4,60,180,95,110697,0,6245,2017,2025,138885,178,129,7.69,6.51,29968,0.6
Tata,Tata Nexon EV,Car,40.0,33.3,83,312,120,52992,4,28214,2021,2025,1492740,328,294,7.99,7.53,745245,1.0
MG,MG ZS EV,Car,50.0,41.81,83,419,140,56888,4,34781,2021,2025,2714693,424,413,7.97,7.41,1361324,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,37.46,96,305,155,39024,7,36702,2024,2025,2097961,286,238,7.96,6.53,1773304,1.1
Mahindra,Mahindra XUV400,Car,39.4,26.78,67,375,150,103551,0,23463,2017,2025,2053397,373,358,8.84,8.52,501936,0.7
Tata,Tata Nexon EV,Car,40.0,28.9,72,312,120,87523,1,29241,2018,2025,1516802,295,246,7.53,6.8,447863,0.8
Mahindra,Mahindra XUV400,Car,39.4,34.53,87,375,150,42016,5,22981,2022,2025,1931827,379,375,8.89,8.34,1153762,0.9
TVS,TVS iQube,Bike,3.4,2.66,78,145,82,53787,4,5215,2021,2025,127933,139,113,8.0,6.62,60022,1.0
Ola,Ola S1 Pro,Bike,4.0,2.61,65,180,95,95576,2,3000,2019,2025,149584,163,116,8.22,8.22,45327,0.7
Ather,Ather 450X,Bike,3.7,3.62,97,150,90,39681,6,3968,2023,2025,161660,161,137,8.28,7.26,122482,1.2
Ola,Ola S1 Pro,Bike,4.0,2.63,65,180,95,124409,0,12139,2017,2025,145375,180,141,7.91,6.5,34375,0.7
Ather,Ather 450X,Bike,3.7,2.22,60,150,90,100868,0,4946,2017,2025,162330,146,119,8.55,8.03,35027,0.6
Mahindra,Mahindra XUV400,Car,39.4,34.75,88,375,150,44010,5,31753,2022,2025,1823662,373,353,7.94,7.34,1096101,1.0
TVS,TVS iQube,Bike,3.4,2.76,81,145,82,95861,2,8768,2019,2025,140238,143,119,7.97,6.49,52867,0.8
Tata,Tata Nexon EV,Car,40.0,31.94,79,312,120,70997,3,31218,2020,2025,1458620,326,297,8.49,8.29,614653,0.8
Tata,Tata Nexon EV,Car,40.0,38.82,97,312,120,24191,7,28339,2024,2025,1532641,304,261,8.64,7.25,1308936,1.2
Bajaj,Bajaj Chetak,Bike,3.0,2.64,88,120,70,25549,7,4058,2024,2025,140423,122,90,8.64,8.29,108743,1.1
Ola,Ola S1 Pro,Bike,4.0,3.56,89,180,95,81542,3,5040,2020,2025,145673,178,137,8.64,8.36,68419,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,31.66,81,305,155,85564,3,31900,2020,2025,2479377,306,280,7.96,6.75,1062190,0.8
TVS,TVS iQube,Bike,3.4,2.5,73,145,82,73355,3,3000,2020,2025,135557,128,110,7.64,6.95,52601,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.7,90,120,70,71730,4,9576,2021,2025,124079,112,67,8.68,8.15,66968,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,37.45,96,305,155,30254,7,33384,2024,2025,2238367,310,270,7.63,7.07,1891477,1.2
Ather,Ather 450X,Bike,3.7,3.55,95,150,90,52159,4,9818,2021,2025,164737,138,104,8.49,7.75,94786,0.9
MG,MG ZS EV,Car,50.0,48.25,96,419,140,21361,7,27597,2024,2025,2705757,413,368,8.79,8.25,2297728,1.2
MG,MG ZS EV,Car,50.0,33.88,67,419,140,111199,0,17682,2017,2025,2512169,401,394,8.37,7.74,612186,0.7
Tata,Tata Nexon EV,Car,40.0,33.59,83,312,120,58403,4,26448,2021,2025,1431988,302,275,8.3,7.53,721140,1.0
Mahindra,Mahindra XUV400,Car,39.4,29.74,75,375,150,75233,2,22323,2019,2025,2136262,361,313,8.66,7.6,748850,0.9
Mahindra,Mahindra XUV400,Car,39.4,35.98,91,375,150,36872,6,29431,2023,2025,1905493,369,348,7.97,7.46,1347527,1.0
MG,MG ZS EV,Car,50.0,48.06,96,419,140,22973,7,22506,2024,2025,2478672,423,401,8.48,7.73,2096599,1.2
Tata,Tata Nexon EV,Car,40.0,27.17,67,312,120,100970,0,24213,2017,2025,1578531,299,260,8.36,8.22,385606,0.6
TVS,TVS iQube,Bike,3.4,3.35,98,145,82,18406,7,10976,2024,2025,143033,131,112,7.58,7.51,124018,1.1
Ola,Ola S1 Pro,Bike,4.0,2.4,60,180,95,109770,0,4748,2017,2025,163899,165,141,8.79,7.46,35366,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,31.47,80,305,155,73596,3,37652,2020,2025,2409481,308,266,8.23,7.02,1026051,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.63,87,120,70,53266,5,9273,2022,2025,123514,127,112,8.99,8.49,73790,1.0
Ather,Ather 450X,Bike,3.7,3.18,85,150,90,89019,2,14321,2019,2025,164367,161,122,8.5,7.37,65604,0.8
Tata,Tata Nexon EV,Car,40.0,34.78,86,312,120,37350,5,23869,2022,2025,1378526,319,276,8.66,7.2,816831,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.89,96,120,70,43680,5,4771,2022,2025,124542,117,107,8.04,7.38,81759,1.1
MG,MG ZS EV,Car,50.0,35.53,71,419,140,110799,1,28551,2018,2025,2549472,424,380,8.73,7.94,740379,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,37.19,95,305,155,31810,7,27494,2024,2025,2493440,302,261,8.72,7.62,2092392,1.2
MG,MG ZS EV,Car,50.0,46.22,92,419,140,55270,6,15949,2023,2025,2325253,423,389,8.08,7.84,1664544,1.0
Tata,Tata Nexon EV,Car,40.0,32.17,80,312,120,68609,3,23796,2020,2025,1634717,312,302,7.96,7.3,693820,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,35.91,92,305,155,33558,6,30572,2023,2025,2397880,305,303,8.43,8.32,1709793,1.0
Mahindra,Mahindra XUV400,Car,39.4,32.01,81,375,150,72631,3,29252,2020,2025,2054217,379,333,7.95,7.76,880742,0.8
Ather,Ather 450X,Bike,3.7,3.59,97,150,90,43296,6,9127,2023,2025,171961,144,141,7.8,7.66,129207,1.1
Mahindra,Mahindra XUV400,Car,39.4,32.63,82,375,150,65099,4,23798,2021,2025,2126108,372,372,8.0,6.86,1055934,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.74,91,120,70,55485,4,3568,2021,2025,117263,119,70,7.77,7.27,64227,0.9
Ola,Ola S1 Pro,Bike,4.0,3.86,96,180,95,36590,6,3229,2023,2025,140856,175,169,7.55,6.43,105261,1.2
Tata,Tata Nexon EV,Car,40.0,31.96,79,312,120,64510,3,29257,2020,2025,1505084,314,271,8.22,6.86,634630,0.9
Tata,Tata Nexon EV,Car,40.0,26.8,67,312,120,101487,0,28837,2017,2025,1620399,316,290,8.12,7.98,390443,0.6
MG,MG ZS EV,Car,50.0,41.72,83,419,140,57744,4,23106,2021,2025,2523867,436,391,8.7,8.65,1262907,0.9
Ola,Ola S1 Pro,Bike,4.0,3.53,88,180,95,30360,7,12961,2024,2025,160040,175,156,8.68,7.6,124287,1.0
Bajaj,Bajaj Chetak,Bike,3.0,1.84,61,120,70,109499,0,15050,2017,2025,134986,121,100,8.11,6.64,29774,0.6
Bajaj,Bajaj Chetak,Bike,3.0,2.59,86,120,70,84229,1,13404,2018,2025,119882,124,99,8.83,7.69,42297,0.9
TVS,TVS iQube,Bike,3.4,3.04,89,145,82,66373,3,6845,2020,2025,133204,165,155,8.43,7.26,62852,0.8
Ola,Ola S1 Pro,Bike,4.0,3.46,86,180,95,50509,5,4531,2022,2025,141683,181,162,7.99,6.77,83518,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,28.28,72,305,155,95701,1,23866,2018,2025,2264122,308,301,7.87,6.79,670954,0.7
Tata,Tata Nexon EV,Car,40.0,36.61,91,312,120,34406,6,36522,2023,2025,1430028,328,301,8.69,8.42,1013560,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,29.87,76,305,155,71003,2,24926,2019,2025,2391486,302,284,7.82,6.6,850617,0.8
MG,MG ZS EV,Car,50.0,38.0,76,419,140,86749,2,20341,2019,2025,2432486,419,388,7.91,7.23,858538,0.8
Mahindra,Mahindra XUV400,Car,39.4,31.95,81,375,150,70822,3,27514,2020,2025,2056728,367,318,7.59,6.4,880166,0.9
Ola,Ola S1 Pro,Bike,4.0,3.38,84,180,95,86514,2,12115,2019,2025,146956,172,172,7.89,7.29,57668,0.8
Mahindra,Mahindra XUV400,Car,39.4,36.43,92,375,150,43678,6,24347,2023,2025,1937444,379,359,8.17,7.14,1387258,1.1
Ather,Ather 450X,Bike,3.7,2.95,79,150,90,96612,1,3000,2018,2025,171701,135,123,7.91,7.66,55946,0.7
Ola,Ola S1 Pro,Bike,4.0,2.75,68,180,95,71632,3,3000,2020,2025,146949,160,129,8.32,7.72,53315,0.8
Mahindra,Mahindra XUV400,Car,39.4,35.99,91,375,150,36076,6,30117,2023,2025,1988658,375,341,7.84,6.68,1406731,1.1
Ola,Ola S1 Pro,Bike,4.0,3.52,88,180,95,26892,7,8456,2024,2025,158096,194,155,8.57,8.04,122429,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,35.41,90,305,155,41649,6,31355,2023,2025,2072659,323,273,8.01,7.3,1457318,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.69,89,120,70,66199,3,13930,2020,2025,118114,131,110,8.34,7.0,55891,0.9
Mahindra,Mahindra XUV400,Car,39.4,37.37,94,375,150,18705,7,23772,2024,2025,2064382,364,346,8.0,7.6,1723056,1.1
Tata,Tata Nexon EV,Car,40.0,36.82,92,312,120,41080,6,26887,2023,2025,1584899,300,266,8.19,7.89,1129771,1.0
Ather,Ather 450X,Bike,3.7,3.26,88,150,90,23837,7,8863,2024,2025,153191,130,88,8.69,8.4,118776,1.2
Bajaj,Bajaj Chetak,Bike,3.0,2.62,87,120,70,33193,7,8340,2024,2025,137011,103,60,8.85,7.65,105297,1.1
Mahindra,Mahindra XUV400,Car,39.4,37.67,95,375,150,29218,7,29600,2024,2025,2098875,384,341,8.76,8.67,1765910,1.2
MG,MG ZS EV,Car,50.0,46.0,92,419,140,50613,6,32916,2023,2025,2396228,418,390,8.78,8.24,1707187,1.0
Ola,Ola S1 Pro,Bike,4.0,3.44,86,180,95,52931,5,11597,2022,2025,142116,173,123,7.76,6.4,83289,1.1
Tata,Tata Nexon EV,Car,40.0,28.93,72,312,120,97182,1,25188,2018,2025,1366813,319,293,8.71,7.61,403995,0.8
TVS,TVS iQube,Bike,3.4,2.74,80,145,82,107912,0,8122,2017,2025,145439,142,141,7.81,7.07,42151,0.7
MG,MG ZS EV,Car,50.0,40.13,80,419,140,68855,3,23931,2020,2025,2564606,416,408,8.34,7.03,1086258,0.9
Tata,Tata Nexon EV,Car,40.0,28.9,72,312,120,95555,1,24378,2018,2025,1554008,314,288,7.96,7.06,458849,0.6
Bajaj,Bajaj Chetak,Bike,3.0,2.6,86,120,70,70644,3,7166,2020,2025,129229,124,89,7.89,6.65,59105,0.9
Ather,Ather 450X,Bike,3.7,3.36,90,150,90,30340,7,11961,2024,2025,153175,166,132,7.52,7.12,122407,1.2
Mahindra,Mahindra XUV400,Car,39.4,38.2,96,375,150,31172,7,32225,2024,2025,1812210,387,368,8.49,7.66,1546173,1.1
Tata,Tata Nexon EV,Car,40.0,29.98,74,312,120,78956,2,26144,2019,2025,1627541,320,288,8.41,6.92,566499,0.8
Ola,Ola S1 Pro,Bike,4.0,3.66,91,180,95,26109,7,10211,2024,2025,141599,172,169,8.47,7.4,114015,1.1
TVS,TVS iQube,Bike,3.4,2.42,71,145,82,111589,0,15101,2017,2025,131571,132,129,8.98,8.53,33678,0.7
Ola,Ola S1 Pro,Bike,4.0,2.4,60,180,95,104157,0,9153,2017,2025,153123,163,145,7.81,7.7,33040,0.7
TVS,TVS iQube,Bike,3.4,2.74,80,145,82,39481,5,10085,2022,2025,127377,157,108,8.06,6.71,69953,1.1
Tata,Tata Nexon EV,Car,40.0,30.26,75,312,120,72853,2,27802,2019,2025,1645407,300,276,7.61,6.19,578067,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,33.1,84,305,155,68685,4,29109,2021,2025,2433568,305,264,8.23,6.98,1238618,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,36.11,92,305,155,28553,6,22125,2023,2025,2440807,308,267,7.61,7.03,1750095,1.2
MG,MG ZS EV,Car,50.0,45.99,91,419,140,40319,6,25438,2023,2025,2316467,417,404,7.58,6.6,1650003,1.0
Mahindra,Mahindra XUV400,Car,39.4,26.66,67,375,150,92751,0,33084,2017,2025,1917629,362,347,8.75,7.32,466648,0.6
Mahindra,Mahindra XUV400,Car,39.4,33.1,84,375,150,61299,4,18852,2021,2025,1890792,391,343,7.93,6.78,952590,1.0
Ather,Ather 450X,Bike,3.7,3.66,98,150,90,37640,6,19072,2023,2025,175165,163,145,8.23,6.81,134181,1.1
Ola,Ola S1 Pro,Bike,4.0,2.94,73,180,95,82974,2,7192,2019,2025,136604,171,149,8.39,7.89,46628,0.8
Ola,Ola S1 Pro,Bike,4.0,3.66,91,180,95,43508,5,11235,2022,2025,135797,178,172,7.88,6.66,84675,1.1
Ola,Ola S1 Pro,Bike,4.0,4.28,107,180,95,25759,7,12059,2024,2025,157314,163,154,8.45,7.7,148126,1.1
Ola,Ola S1 Pro,Bike,4.0,3.46,86,180,95,54919,4,11644,2021,2025,157956,171,126,8.88,7.75,81937,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.51,83,120,70,27753,6,10482,2023,2025,117592,127,109,8.68,7.59,76189,1.0
TVS,TVS iQube,Bike,3.4,2.77,81,145,82,54456,4,8191,2021,2025,140640,151,142,8.29,7.49,68713,0.9
TVS,TVS iQube,Bike,3.4,2.49,73,145,82,49089,4,8489,2021,2025,135938,129,94,8.16,7.19,59702,0.9
Ather,Ather 450X,Bike,3.7,2.88,77,150,90,95861,1,3000,2018,2025,166125,155,140,7.92,7.85,52845,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,26.71,68,305,155,120118,0,29111,2017,2025,2138224,313,267,8.95,7.6,526652,0.7
Mahindra,Mahindra XUV400,Car,39.4,29.95,76,375,150,76372,2,20962,2019,2025,1911852,369,349,8.5,7.9,674917,0.8
Bajaj,Bajaj Chetak,Bike,3.0,2.73,91,120,70,58256,4,5161,2021,2025,136646,113,90,8.71,7.86,74570,0.9
MG,MG ZS EV,Car,50.0,44.2,88,419,140,47349,5,15160,2022,2025,2470645,422,421,8.58,7.51,1488369,1.1
TVS,TVS iQube,Bike,3.4,3.03,89,145,82,71846,4,4412,2021,2025,126631,140,119,8.15,7.71,67675,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.43,81,120,70,68484,4,7159,2021,2025,134254,131,110,8.68,8.32,65214,0.9
Mahindra,Mahindra XUV400,Car,39.4,27.18,68,375,150,125134,0,30294,2017,2025,2188612,391,367,8.21,7.39,542979,0.7
Tata,Tata Nexon EV,Car,40.0,31.92,79,312,120,79436,3,31978,2020,2025,1351563,295,266,8.48,7.57,569183,0.9
Ola,Ola S1 Pro,Bike,4.0,3.9,97,180,95,36584,6,8753,2023,2025,147168,186,179,7.61,7.37,111117,1.0
TVS,TVS iQube,Bike,3.4,2.85,83,145,82,47121,5,9807,2022,2025,146216,160,129,8.67,8.52,83523,0.9
Tata,Tata Nexon EV,Car,40.0,33.49,83,312,120,60530,4,27810,2021,2025,1634918,293,290,8.29,7.8,820884,0.9
Tata,Tata Nexon EV,Car,40.0,27.16,67,312,120,102444,0,23917,2017,2025,1512642,307,288,7.68,7.2,369374,0.6
Ather,Ather 450X,Bike,3.7,3.18,85,150,90,39880,6,8104,2023,2025,171446,134,98,8.72,7.63,114108,1.2
Bajaj,Bajaj Chetak,Bike,3.0,3.31,110,120,70,27392,7,11354,2024,2025,136243,112,106,8.38,7.95,132282,1.1
Mahindra,Mahindra XUV400,Car,39.4,30.35,77,375,150,90215,2,28469,2019,2025,2095222,382,351,7.82,7.27,749529,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.88,96,120,70,70374,3,3673,2020,2025,142161,104,60,7.65,6.7,72021,1.0
Ola,Ola S1 Pro,Bike,4.0,4.03,100,180,95,44105,6,4536,2023,2025,156091,164,122,7.72,7.31,121783,1.0
Tata,Tata Nexon EV,Car,40.0,27.34,68,312,120,108000,0,34088,2017,2025,1488156,329,324,8.02,7.87,365803,0.6
Ola,Ola S1 Pro,Bike,4.0,2.89,72,180,95,54449,4,6637,2021,2025,143811,165,129,7.94,7.01,62310,0.8
TVS,TVS iQube,Bike,3.4,3.46,101,145,82,48829,5,3000,2022,2025,146919,144,132,8.95,8.32,101888,1.0
Mahindra,Mahindra XUV400,Car,39.4,26.88,68,375,150,100517,0,32256,2017,2025,2051139,355,310,7.79,6.64,503256,0.7
Ather,Ather 450X,Bike,3.7,3.6,97,150,90,51164,5,12127,2022,2025,168540,154,120,8.56,7.97,111751,1.1
MG,MG ZS EV,Car,50.0,45.65,91,419,140,37790,6,16235,2023,2025,2381736,416,407,7.52,6.37,1683952,1.1
Ather,Ather 450X,Bike,3.7,3.13,84,150,90,76870,2,3000,2019,2025,157505,147,105,7.55,7.02,61877,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.46,82,120,70,40492,6,21551,2023,2025,129294,133,115,7.73,6.29,82102,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.86,95,120,70,49028,4,13355,2021,2025,139862,116,82,7.67,6.44,79960,0.9
TVS,TVS iQube,Bike,3.4,3.24,95,145,82,55626,5,8933,2022,2025,147233,131,129,8.99,7.66,95613,1.1
Mahindra,Mahindra XUV400,Car,39.4,34.26,86,375,150,38406,5,21666,2022,2025,1953855,373,367,7.73,6.52,1157794,1.0
MG,MG ZS EV,Car,50.0,44.21,88,419,140,33859,5,25372,2022,2025,2341690,433,408,8.94,8.36,1411002,1.0
Tata,Tata Nexon EV,Car,40.0,27.27,68,312,120,109522,0,30110,2017,2025,1426373,299,290,8.79,8.15,349719,0.7
Hyundai,Hyundai Kona Electric,Car,39.0,37.6,96,305,155,22570,7,21761,2024,2025,2135499,287,274,8.24,8.05,1811779,1.1
Ather,Ather 450X,Bike,3.7,2.73,73,150,90,103169,0,7341,2017,2025,146955,152,137,8.0,7.6,38994,0.6
MG,MG ZS EV,Car,50.0,39.64,79,419,140,74109,3,32954,2020,2025,2420058,417,393,7.76,7.74,1012518,0.9
Mahindra,Mahindra XUV400,Car,39.4,28.46,72,375,150,110325,1,25960,2018,2025,2043124,362,318,7.8,6.56,603131,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,37.83,97,305,155,16455,7,32142,2024,2025,2260981,308,297,7.55,6.63,1929973,1.2
Mahindra,Mahindra XUV400,Car,39.4,33.42,84,375,150,77898,4,22231,2021,2025,2080991,386,344,8.69,7.63,1058549,1.0
TVS,TVS iQube,Bike,3.4,3.61,106,145,82,20517,7,7398,2024,2025,146376,165,117,7.53,6.08,136766,1.2
Mahindra,Mahindra XUV400,Car,39.4,27.25,69,375,150,108155,0,22617,2017,2025,2129086,357,308,7.81,6.91,529571,0.7
MG,MG ZS EV,Car,50.0,45.68,91,419,140,26293,6,29061,2023,2025,2372568,403,391,8.99,8.56,1678572,1.2
Hyundai,Hyundai Kona Electric,Car,39.0,37.37,95,305,155,23053,7,31645,2024,2025,2459200,295,248,8.24,6.98,2073647,1.2
MG,MG ZS EV,Car,50.0,37.97,75,419,140,87810,2,31100,2019,2025,2505195,433,410,8.72,7.41,883503,0.9
Mahindra,Mahindra XUV400,Car,39.4,37.96,96,375,150,24440,7,29507,2024,2025,2037780,386,384,8.71,7.95,1727706,1.2
MG,MG ZS EV,Car,50.0,39.71,79,419,140,66908,3,28512,2020,2025,2437144,408,400,8.64,7.3,1021467,0.8
Ather,Ather 450X,Bike,3.7,2.27,61,150,90,103079,1,14640,2018,2025,167610,163,153,7.77,6.86,42024,0.8
MG,MG ZS EV,Car,50.0,40.42,80,419,140,69944,3,29001,2020,2025,2747985,401,377,7.56,7.16,1172341,0.9
MG,MG ZS EV,Car,50.0,36.09,72,419,140,105147,1,18221,2018,2025,2608853,425,418,7.93,7.66,769564,0.8
MG,MG ZS EV,Car,50.0,43.82,87,419,140,45505,5,28925,2022,2025,2555877,425,407,8.04,7.93,1526477,0.9
Ather,Ather 450X,Bike,3.7,3.01,81,150,90,34022,6,4731,2023,2025,172371,156,126,8.21,8.02,108591,1.1
Mahindra,Mahindra XUV400,Car,39.4,28.19,71,375,150,99099,1,23677,2018,2025,1927651,371,361,8.71,8.47,563645,0.7
Tata,Tata Nexon EV,Car,40.0,38.13,95,312,120,24566,7,18294,2024,2025,1443793,330,308,8.68,8.63,1211140,1.1
Tata,Tata Nexon EV,Car,40.0,33.33,83,312,120,56786,4,27457,2021,2025,1410155,304,291,8.35,7.11,704649,0.9
Mahindra,Mahindra XUV400,Car,39.4,34.68,88,375,150,47377,5,25833,2022,2025,1908071,367,335,8.45,8.24,1144525,1.1
Ather,Ather 450X,Bike,3.7,3.3,89,150,90,50302,5,13529,2022,2025,172250,130,102,8.93,8.22,104693,0.9
TVS,TVS iQube,Bike,3.4,2.82,82,145,82,94373,1,7943,2018,2025,152184,142,125,8.39,7.0,51584,0.7
MG,MG ZS EV,Car,50.0,47.74,95,419,140,24603,7,23667,2024,2025,2254677,439,390,7.92,7.32,1894433,1.2
Bajaj,Bajaj Chetak,Bike,3.0,2.25,75,120,70,78577,2,12277,2019,2025,132491,133,95,7.82,6.43,46147,0.9
Mahindra,Mahindra XUV400,Car,39.4,28.2,71,375,150,87942,1,29027,2018,2025,2046191,374,336,8.63,8.61,598518,0.7
MG,MG ZS EV,Car,50.0,40.16,80,419,140,70606,3,24354,2020,2025,2476366,415,373,8.03,6.88,1049667,0.9
Ather,Ather 450X,Bike,3.7,3.68,99,150,90,50347,5,10432,2022,2025,151347,155,110,7.56,7.14,102581,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,32.79,84,305,155,52809,4,25875,2021,2025,2348891,291,259,8.65,8.25,1184323,1.0
Ather,Ather 450X,Bike,3.7,3.35,90,150,90,20975,7,4344,2024,2025,164543,136,109,8.83,8.62,131100,1.1
TVS,TVS iQube,Bike,3.4,2.4,70,145,82,69431,2,12297,2019,2025,137101,129,105,7.66,7.32,44943,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,31.05,79,305,155,78292,3,20216,2020,2025,2462096,302,281,8.56,7.57,1034463,0.8
Ola,Ola S1 Pro,Bike,4.0,2.71,67,180,95,71310,3,3000,2020,2025,148207,198,163,8.85,8.14,52989,0.9
TVS,TVS iQube,Bike,3.4,2.08,61,145,82,105559,0,4843,2017,2025,144317,159,120,8.69,7.81,31751,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.19,73,120,70,69497,4,3000,2021,2025,133090,112,96,8.03,7.39,58263,0.9
TVS,TVS iQube,Bike,3.4,2.78,81,145,82,35526,5,6262,2022,2025,130045,151,103,7.56,7.56,72461,1.0
TVS,TVS iQube,Bike,3.4,2.78,81,145,82,21991,7,17839,2024,2025,147550,131,88,7.83,7.07,106166,1.0
Ather,Ather 450X,Bike,3.7,3.67,99,150,90,30700,6,15389,2023,2025,170330,143,115,8.29,7.69,130834,1.2
Ola,Ola S1 Pro,Bike,4.0,2.91,72,180,95,75550,3,16276,2020,2025,136673,166,166,8.91,8.72,52472,0.9
Ather,Ather 450X,Bike,3.7,2.7,72,150,90,73961,3,3000,2020,2025,172345,167,121,8.37,8.29,66370,0.9
MG,MG ZS EV,Car,50.0,37.8,75,419,140,77529,2,28741,2019,2025,2403645,428,388,7.63,6.77,843894,0.8
Ola,Ola S1 Pro,Bike,4.0,3.42,85,180,95,29819,6,19967,2023,2025,139261,193,178,7.86,6.64,92206,1.0
TVS,TVS iQube,Bike,3.4,2.04,60,145,82,83214,1,4865,2018,2025,138069,157,122,7.96,6.95,33855,0.8
Tata,Tata Nexon EV,Car,40.0,32.34,80,312,120,75308,3,26110,2020,2025,1605671,322,292,8.73,8.15,685093,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,29.25,75,305,155,80710,2,33250,2019,2025,2356565,286,268,7.91,6.51,820798,0.7
Ola,Ola S1 Pro,Bike,4.0,3.07,76,180,95,96542,1,13392,2018,2025,146873,168,164,8.1,6.65,46067,0.7
Ola,Ola S1 Pro,Bike,4.0,2.95,73,180,95,57073,4,13215,2021,2025,161956,191,153,8.33,8.07,71629,0.9
TVS,TVS iQube,Bike,3.4,2.49,73,145,82,97640,1,3000,2018,2025,153517,139,113,8.41,7.59,45946,0.7
Ola,Ola S1 Pro,Bike,4.0,2.93,73,180,95,75522,2,13649,2019,2025,140384,188,174,8.38,7.75,47755,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,31.39,80,305,155,72020,3,31728,2020,2025,2104458,308,306,8.9,7.87,893882,0.9
Ola,Ola S1 Pro,Bike,4.0,3.46,86,180,95,29099,7,3000,2024,2025,135550,196,174,7.71,6.38,103180,1.2
Tata,Tata Nexon EV,Car,40.0,30.77,76,312,120,75672,2,25490,2019,2025,1523846,310,271,7.86,7.28,544383,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,27.76,71,305,155,97187,1,22521,2018,2025,2358365,321,279,8.21,7.34,686032,0.7
